Observations,2017,2018
vessels_obs,58259,63552
total_hours,102002918.42604992,113048712.50907713
fishing_hours,41003332.0195465,45158824.30653249
LOA_hours,1265080098.0145643,1388281546.4362714
GT_hours,13876798993.57644,14961124910.551508
kw_hours,24643574938.663525,26880523233.4301
