year,GFWCategory,vessels_obs,f_hours_year,capture,capture_pct,LOA_hours_pct,GT_hours_pct,kw_hours_pct
2017,trawlers,23492,841.8021555819636,24876152.5955492,91.22263226833186,96.08444654937487,95.71723914749063,95.9841182285748
2017,seiners,2920,453.3823525926015,18926803.39874748,88.66909673425724,89.47128647168444,93.53235300448966,92.98788463355591
2017,drifting_longlines,4898,1525.9019581708887,1121823.0918144553,81.31091177777378,87.72939962883616,88.72404579688306,88.39606786457055
2018,trawlers,24909,834.382842123106,25532963.5145915,94.49021889356874,94.69867442893016,95.65714391802234,95.4273755447211
2018,seiners,3183,437.730099531969,22955837.16023137,92.65273041960768,88.43879837898434,91.40252059499204,91.42815878370283
2018,drifting_longlines,5585,1562.1820492887698,1161908.6234714058,82.3401418266871,87.47839021483405,88.97294345696476,88.08149710772949
